date,nav
2022-06-29,0.9491640725698743
2022-06-30,0.9488617971327854
2022-07-01,0.9423052979957497
2022-07-04,0.9377454847357801
2022-07-05,0.9303342915996599
2022-07-06,0.9144375779859552
2022-07-07,0.9276445911239718
2022-07-08,0.9230233370681395
2022-07-11,0.9131224454188075
2022-07-12,0.9057423307788367
2022-07-13,0.9152000900972554
2022-07-14,0.9067174936488407
2022-07-15,0.8747851459668261
2022-07-18,0.905864483033501
2022-07-19,0.9088785218069102
2022-07-20,0.9129583147957624
2022-07-21,0.9078480511843193
2022-07-22,0.9115322736749523
2022-07-25,0.9042224314317058
2022-07-26,0.9225862612694911
2022-07-27,0.923928333227756
2022-07-28,0.9290517215815575
2022-07-29,0.9221115931017987
2022-08-01,0.9156799507936928
2022-08-02,0.8779276244670801
2022-08-03,0.8750344257537113
2022-08-04,0.8846324216102838
2022-08-05,0.9032967652762534
2022-08-08,0.9151387586968465
2022-08-09,0.9173614287182862
2022-08-10,0.9204473656515815
2022-08-11,0.9346156880690238
2022-08-12,0.9363178491180378
2022-08-15,0.9380209604127283
2022-08-16,0.9460184493892795
2022-08-17,0.9538350500421306
2022-08-18,0.9398666004181921
2022-08-19,0.9375898242094884
2022-08-22,0.9380224591938816
2022-08-23,0.9477597315558308
2022-08-24,0.9259648608044366
2022-08-25,0.92440343440809
2022-08-26,0.9194594186406757
2022-08-29,0.9208203254436957
2022-08-30,0.924785544271823
2022-08-31,0.9028192843630399
2022-09-01,0.9046582561376953
2022-09-02,0.9115916048070984
2022-09-05,0.9148003094729169
2022-09-06,0.9311918202722407
2022-09-07,0.9325226379842166
2022-09-08,0.9229942896914923
2022-09-09,0.9308618335148187
2022-09-13,0.9326536462777961
2022-09-14,0.9265044737883741
2022-09-15,0.9182441999006684
2022-09-16,0.887259542478381
2022-09-19,0.8788294588630422
2022-09-20,0.8851054404119353
2022-09-21,0.8925850316947113
2022-09-22,0.8871672228236338
2022-09-23,0.8740657656986459
2022-09-26,0.8538506213980078
2022-09-27,0.8696530779851378
2022-09-28,0.8483778780520692
2022-09-29,0.8294298878615615
2022-09-30,0.8267188460218413
2022-10-10,0.82068014168764
2022-10-11,0.8205078358048683
2022-10-12,0.8438380168047994
2022-10-13,0.8484766404035355
2022-10-14,0.8625798679871558
2022-10-17,0.8697654080163927
2022-10-18,0.8713433388516193
2022-10-19,0.8649363655831028
2022-10-20,0.8615137609193455
2022-10-21,0.8606315682986619
2022-10-24,0.8456141208937609
2022-10-25,0.8458164156141226
2022-10-26,0.8601776195385967
2022-10-27,0.8646556462964599
2022-10-28,0.8330413646677856
2022-10-31,0.8455066110884032
2022-11-01,0.8656299525716857
2022-11-02,0.8733418457890489
2022-11-03,0.8706311639020695
2022-11-04,0.8860888277439913
2022-11-07,0.8960068929310483
2022-11-08,0.898359339632402
2022-11-09,0.8992030522022564
2022-11-10,0.8974173937051012
2022-11-11,0.9129899047275845
2022-11-14,0.9148659865404789
2022-11-15,0.9314796085399579
2022-11-16,0.9264372107947993
2022-11-17,0.9343443722766934
2022-11-18,0.9294025957874918
2022-11-21,0.9240851444203738
2022-11-22,0.9229717285185168
2022-11-23,0.9267002966188076
2022-11-24,0.9271761634013562
2022-11-25,0.933910700003976
2022-11-28,0.9346953947061165
2022-11-29,0.9690959527148244
2022-11-30,0.9748130062603736
2022-12-01,0.9851838917498982
2022-12-02,0.9808341398989685
2022-12-05,1.0061626199383178
2022-12-06,1.0007686203504476
2022-12-07,0.9950299312385575
2022-12-08,0.9936751332101154
2022-12-09,0.9979620640363933
2022-12-12,0.9856067194011849
2022-12-13,0.9845843453880778
2022-12-14,0.9750983277786017
2022-12-15,0.9756423779331125
2022-12-16,0.9717353116830426
2022-12-19,0.9602446386852386
2022-12-20,0.9409678641965431
2022-12-21,0.9359831506707882
2022-12-22,0.9264463420279214
2022-12-23,0.9300085230272558
2022-12-26,0.9393155849791777
2022-12-27,0.9469432707737266
2022-12-28,0.9379527461447689
2022-12-29,0.9264782765134466
2022-12-30,0.9359009929691688
