total_return,mean_daily,std_daily,sharpe,win_rate,max_drawdown,factor
2.7280451597303386e-05,5.456090319460677e-06,4.202465646549864e-06,20.60998375253982,1.0,0.0,order_imbalance
2.912782033319535e-05,5.82556406663907e-06,9.479094890979321e-06,9.755990805621346,0.6,0.0,effective_spread
1.1452314500739748e-05,2.2904629001479496e-06,3.631911191656004e-06,10.011250112503104,0.6,-3.1653762307853518e-06,realized_volatility
